Circle,Site Id/ Cluster Name/ Activity,Status Date,Drive Status,Missing Test Case,Site Status,Device Count,Login Count,Audit
UW,MANP04_AGR_P41,Jun  9 2025  8:41PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHMKL-05_PAT_P40,Jun 10 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Not Uploaded
BH,BHMNH-10_PAT_P40,Jun 10 2025 11:21AM,Drive Completed,NO,PASS,2,1,Uploaded
MH,NAG4048_2_NGP_P40,Jun 10 2025  3:28PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHKAT-81_PAT_P40,Jun 10 2025  5:01PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHGEG-02_PAT_P41,Jun 10 2025  5:36PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,VAS5149_VSI_P40,Jun 10 2025  6:47PM,Drive Completed,NO,PASS,2,1,Uploaded
HP,DNTU50_HP_P40,Jun 10 2025  6:51PM,Drive Completed,NO,FAIL,1,1,Uploaded
MH,JNN5182_PNE_P40,Jun 10 2025  6:54PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,MUA323_MUZ_P41,Jun 10 2025  8:52PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,KHE5111_PNE_P40,Jun 11 2025 12:46PM,Drive Completed,NO,PASS,4,1,Uploaded
HP,LBLWN24_HP_P40,Jun 11 2025  3:07PM,Drive Completed,NO,FAIL,1,1,Uploaded
KK,BG1160_BEN_P40,Jun 11 2025  7:05PM,Drive Completed,NO,PASS,4,1,Uploaded
KK,BG1176_BEN_P40,Jun 11 2025  7:59PM,Drive Completed,NO,PASS,4,1,Uploaded
MH,BHW2030_VSI_P40,Jun 12 2025  9:31AM,Drive Completed,NO,FAIL,2,1,Uploaded
OR,ORPRL-21_GAJ_P41,Jun 12 2025 11:31AM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHSSY-03_PAT_P40,Jun 12 2025  2:20PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHGRK-14_PAT_P41,Jun 12 2025  5:13PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,APKT18_VNG_P41,Jun 12 2025  6:24PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,PLN003_JPR_P40,Jun 12 2025  7:09PM,Drive Completed,YES,Missing Test Case,2,1,Uploaded
UW,MLIR02_MUZ_P41,Jun 13 2025 12:35PM,Drive Completed,NO,PASS,3,1,Uploaded
MH,NAS3054_VSI_P40,Jun 13 2025 12:36PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,DLLK54_BLS_P41,Jun 13 2025  1:55PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,VAS6311_VSI_P40,Jun 13 2025  3:55PM,Drive Completed,NO,PASS,4,1,Uploaded
MH,SHR6109_JLG_P40,Jun 13 2025  6:00PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,RJPM87_VNG_P41,Jun 13 2025  6:15PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,KEM5207_SLP_P40,Jun 14 2025 12:25PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHMLK-05_PAT_P40,Jun 14 2025  4:14PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,LOKUR2_BLG_P40,Jun 15 2025  1:41PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHRVN-02_PAT_P40,Jun 15 2025  4:09PM,Drive Completed,NO,FAIL,2,1,Uploaded
UW,MHRC03_ETA_P41,Jun 15 2025 11:11PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,NAG6153_NGP_P41,Jun 15 2025 11:52PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
KL,ORMR11_TSR_P40,Jun 16 2025  3:28PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,BID3579_AUR_P40,Jun 16 2025  4:18PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,SLP6050_SLP_P40,Jun 16 2025  6:27PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHPUR-134_1_PAT_P40,Jun 16 2025  7:10PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,UTPLM8_THE_P41,Jun 17 2025  7:07AM,Drive Completed,NO,PASS,2,1,Uploaded
MH,BHO5161_PNE_P40,Jun 17 2025  9:53AM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHCDD-02_PAT_P40,Jun 17 2025  2:39PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,VAS3733_VSI_P40,Jun 17 2025  3:39PM,Drive Completed,NO,PASS,4,1,Uploaded
BH,BHGGE-02_PAT_P40,Jun 17 2025  7:58PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,PUN3866_PNE_P40,Jun 18 2025  2:24PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN1192_PNE_P40,Jun 18 2025  3:31PM,Drive Completed,NO,PASS,2,1,Uploaded
HR,KND790_HR_P40,Jun 18 2025  4:53PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,PRB4778_NAN_P40,Jun 18 2025  9:05PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,ETWA24_AGR_P41,Jun 19 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Not Uploaded
BH,BHBOL-02_PAT_P40,Jun 19 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
HR,PNP715_HR_P40,Jun 19 2025  4:29PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHRAU-03_PAT_P40,Jun 19 2025  5:35PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,KHN5347_NAS_P40,Jun 19 2025  9:39PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,AKE1764_NAS_P40,Jun 19 2025 11:28PM,Drive Completed,YES,Missing Test Case,1,1,Uploaded
MH,AKE1764_AHD_P40,Jun 20 2025 12:02AM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,SBNPM2_NKL_P41,Jun 20 2025  9:31PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,JHDEO-75_RAN_P41,Jun 21 2025  3:46PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,PGH4133_VSI_P40,Jun 21 2025  5:42PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHSON-23_PAT_P41,Jun 21 2025  6:04PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,PRB4212_NAN_P40,Jun 21 2025  9:05PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN3844_PNE_P40,Jun 22 2025 12:08PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,NND6152_NAN_P40,Jun 22 2025  1:12PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BGR851_BEN_P40,Jun 22 2025  1:24PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,SAD978_KLP_P40,Jun 22 2025  1:43PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,ETAU91_AGR_P41,Jun 22 2025  4:10PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PRB3226_NAN_P40,Jun 22 2025  6:44PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,VAS2048_VSI_P40,Jun 23 2025  1:13PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,THN2373_VSI_P40,Jun 23 2025  2:05PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHNAW-54_PAT_P41,Jun 23 2025  4:03PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,JHHAZ-118_RAN_P41,Jun 23 2025  4:30PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,SAT5699_KLP_P40,Jun 24 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
BH,BHBHA-203_PAT_P41,Jun 24 2025  2:11PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,JHHAZ-101_RAN_P41,Jun 24 2025  2:13PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,BG1045_BEN_P40,Jun 24 2025  4:27PM,Drive Completed,NO,Log Count Mismatch,2,1,Uploaded
RJ,LAL025_JPR_P40,Jun 24 2025  6:43PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHPUX-02_PAT_P41,Jun 24 2025  7:08PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,CHV5110_NAS_P40,Jun 24 2025 11:06PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,BKU026_JPR_P40,Jun 25 2025  2:31PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHAHK-02_PAT_P41,Jun 25 2025  3:42PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1174_BEN_P40,Jun 25 2025 10:54PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHBYO-03_PAT_P41,Jun 26 2025  4:28PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,BG1044_BEN_P40,Jun 26 2025  5:20PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN2501_PNE_P40,Jun 26 2025  6:26PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,NLUR04_BEN_P40,Jun 27 2025 10:50AM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHROS-27_PAT_P40,Jun 27 2025 11:19AM,Drive Completed,NO,FAIL,2,1,Uploaded
PB,HNDY21_BRN_P40,Jun 27 2025 12:37PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHLUR-02_PAT_P40,Jun 27 2025  6:17PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHMUZ-200_PAT_P41,Jun 27 2025  6:44PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,SMJ3846_KLP_P40,Jun 27 2025  7:12PM,Drive Completed,NO,PASS,2,1,Uploaded
HR,DRHR66_HR_P40,Jun 27 2025  7:16PM,Drive Completed,NO,FAIL,1,1,Uploaded
KK,BG1035_BEN_P40,Jun 28 2025  1:34PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,NSH2784_NAS_P40,Jun 28 2025  5:23PM,Drive Completed,NO,PASS,2,1,Uploaded
KL,CHVA03_TVM_P40,Jun 28 2025  5:24PM,Drive Completed,NO,PASS,2,1,Uploaded
MP,CGBL2969_2_BIL_P40,Jun 28 2025  6:17PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,HNMSG4_BEL_P40,Jun 28 2025  7:47PM,Drive Completed,NO,PASS,1,1,Uploaded
MP,CGBL2969_1_BIL_P40_BIL_P40,Jun 29 2025  5:06PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
MH,PUN2336_PNE_P40,Jun 30 2025  1:33PM,Drive Completed,NO,PASS,3,1,Uploaded
HR,MSIT30_HR_P40,Jun 30 2025  3:46PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,SNKR03_JPR_P40,Jun 30 2025  6:53PM,Drive Completed,NO,PASS,1,1,Uploaded
UE,BBM03_ALH_P40,Jul  1 2025 11:39AM,Drive Completed,NO,PASS,1,1,Uploaded
MH,BHW3928_VSI_P40,Jul  1 2025  1:57PM,Drive Completed,NO,PASS,4,1,Uploaded
MH,BOI5349_VSI_P40,Jul  1 2025  4:48PM,Drive Completed,NO,PASS,3,1,Uploaded
HR,LGSNA14_HR_P40,Jul  1 2025  4:52PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,AGA196_AGR_P41,Jul  1 2025  5:20PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,SAT1370_KLP_P40,Jul  1 2025  6:40PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,MNRG08_BEL_P40,Jul  1 2025  7:21PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN2175_PNE_P40,Jul  2 2025 12:26PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,SRKT16_BJN_P41,Jul  2 2025  1:42PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,BDRO02_JPR_P40,Jul  2 2025  2:14PM,Drive Completed,NO,PASS,1,1,Uploaded
HR,LMUDL93_HR_P40,Jul  2 2025  5:06PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN6060_PNE_P40,Jul  2 2025  7:13PM,Drive Completed,NO,PASS,2,1,Uploaded
UE,BSW16_LKO_P40,Jul  3 2025 12:29PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,VIR5182_VSI_P40,Jul  3 2025  7:53PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1155_BEN_P40,Jul  3 2025  8:36PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1022_BEN_P40,Jul  3 2025  9:53PM,Drive Completed,NO,Log Count Mismatch,2,1,Uploaded
KK,HTTI10_RAI_P40,Jul  4 2025 12:15PM,Drive Completed,NO,PASS,1,1,Uploaded
KL,TKPR32_KSD_P40,Jul  4 2025  1:13PM,Drive Completed,NO,PASS,1,1,Uploaded
HP,BADI27_HP_P40,Jul  4 2025  3:36PM,Drive Completed,NO,FAIL,2,1,Uploaded
BH,BHTGH-13_PAT_P41,Jul  4 2025  4:20PM,Drive Completed,NO,PASS,2,1,Uploaded
HR,LKND790_HR_P40,Jul  4 2025  5:48PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BGR856_BEN_P40,Jul  4 2025 11:18PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHCWK-09_PAT_P41,Jul  5 2025  1:38PM,Drive Completed,NO,PASS,2,1,Uploaded
HP,LBADI27_HP_P40,Jul  5 2025  2:50PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1295_BEN_P40,Jul  5 2025  8:03PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHJMU-10_PAT_P41,Jul  6 2025  4:07PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,BG1260_BEN_P40,Jul  7 2025 12:14AM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN6134_PNE_P40,Jul  7 2025 11:38AM,Drive Completed,NO,PASS,2,1,Uploaded
UE,SLT117_SUL_P40,Jul  7 2025 12:23PM,Drive Completed,NO,PASS,1,1,Uploaded
PB,BBPR61_SNR_P40,Jul  7 2025  7:21PM,Drive Completed,NO,PASS,1,1,Uploaded
AP,GUN441_GUN_P40,Jul  7 2025  7:26PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BGR814_BEN_P40,Jul  7 2025  7:26PM,Drive Completed,NO,PASS,3,1,Uploaded
BH,BHBEG-113_1_PAT_P40,Jul  8 2025  1:40PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BL9446_BEN_P40,Jul  8 2025  3:05PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN1364_PNE_P40,Jul  8 2025  4:02PM,Drive Completed,NO,PASS,4,1,Uploaded
HP,KYRU24_HP_P40,Jul  8 2025  5:17PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN1364_PNE_P40_PNE_P40,Jul  9 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Not Uploaded
MP,CGBL2969_1_BIL_P40,Jul  9 2025  2:48PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1022_1_BEN_P40,Jul  9 2025  3:53PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,EKLP02_JPR_P40,Jul  9 2025  4:45PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,BG1108_BEN_P40,Jul  9 2025  5:45PM,Drive Completed,NO,PASS,3,1,Uploaded
HP,NPRGP24_HP_P40,Jul  9 2025  6:59PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,TKLR03_CBE_P41,Jul  9 2025  7:35PM,Drive Completed,NO,PASS,3,1,Uploaded
MH,SAT3662_KLP_P40,Jul  9 2025  9:45PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,YAV1379_AMI_P40,Jul 10 2025 11:37AM,Drive Completed,NO,PASS,2,1,Uploaded
PB,KTSK28_FDK_P40,Jul 10 2025  1:55PM,Drive Completed,NO,PASS,1,1,Uploaded
CH,KKNA20_CHN_P41,Jul 10 2025  5:33PM,Drive Completed,NO,PASS,7,1,Uploaded
BH,BHMUZ-231_PAT_P41,Jul 10 2025  5:43PM,Drive Completed,NO,FAIL,2,1,Uploaded
MH,BUL1605_BUL_P40,Jul 10 2025 10:37PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,SHI002_KLR_P40,Jul 11 2025 11:43AM,Drive Completed,NO,PASS,2,1,Uploaded
MH,THN2288_VSI_P40,Jul 11 2025  3:31PM,Drive Completed,YES,Missing Test Case,1,1,Uploaded
KK,BG1021_BEN_P40,Jul 11 2025  5:54PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,THN2288_THA_P40,Jul 11 2025  9:56PM,Drive Completed,NO,FAIL,2,1,Uploaded
PB,MON976_SNR_P40,Jul 11 2025 10:28PM,Drive Completed,NO,FAIL,1,1,Uploaded
RJ,KWDT03_JPR_P40,Jul 12 2025  3:32PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU4601_GJ_P41,Jul 12 2025  5:24PM,Drive Completed,NO,PASS,4,1,Uploaded
MH,PUN5690_PNE_P40,Jul 12 2025  5:50PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,DNG013_JPR_P40,Jul 13 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
UE,MOHA03_RAE_P40,Jul 14 2025 12:18PM,Drive Completed,NO,PASS,1,1,Uploaded
RJ,JAI736_JPR_P40,Jul 14 2025  1:38PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,SMNR06_CBE_P41,Jul 14 2025  6:14PM,Drive Completed,NO,PASS,3,1,Uploaded
UW,BELA06_1_AGR_P41,Jul 15 2025 11:22AM,Drive Completed,NO,PASS,2,1,Uploaded
TN,MGCVD3_SAL_P41,Jul 15 2025  2:00PM,Drive Completed,NO,PASS,3,1,Uploaded
UW,AGA211_AGR_P41,Jul 15 2025  2:07PM,Drive Completed,NO,PASS,1,1,Uploaded
UW,YKUB03_AGR_P41,Jul 15 2025  3:08PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GX0205_GJ_P40,Jul 15 2025  3:22PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,SMPTU4_NKL_P41,Jul 15 2025  3:25PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
MH,LAT5363_NAN_P40_NAN_P40,Jul 15 2025  5:48PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3655_GJ_P41,Jul 15 2025  5:58PM,Drive Completed,NO,PASS,3,1,Uploaded
MH,PUN6140_PNE_P40,Jul 15 2025  6:08PM,Drive Completed,NO,PASS,3,1,Uploaded
MH,JLG1338_JLG_P40,Jul 15 2025  8:27PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,PDY547_PON_P41,Jul 15 2025 10:56PM,Drive Completed,YES,Missing Test Case,2,1,Not Uploaded
RJ,KIS047_JPR_P40,Jul 16 2025 11:14AM,Drive Completed,NO,PASS,2,1,Uploaded
MH,PUN5677_PNE_P40,Jul 16 2025  1:35PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,BTBC03_SAL_P41,Jul 16 2025  3:43PM,Drive Completed,NO,PASS,3,1,Uploaded
TN,NRPYM2_NKL_P41,Jul 16 2025  4:32PM,Drive Completed,NO,PASS,2,1,Uploaded
AP,HY9395_HYD_P40,Jul 16 2025  5:43PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,JAI580_JPR_P40,Jul 16 2025  7:03PM,Drive Completed,NO,FAIL,2,1,Uploaded
PB,KPS923_MOG_P40,Jul 16 2025  7:22PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,PUN1961_PNE_P40,Jul 16 2025  8:03PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,MDN64_MEE_P41,Jul 16 2025  8:53PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,KUTKP2_PON_P41,Jul 16 2025  9:48PM,Drive Completed,NO,FAIL,2,1,Uploaded
OR,ORANG-86_ANG_P41,Jul 17 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Uploaded
KK,ATBL34_BEN_P40,Jul 17 2025  3:02PM,Drive Completed,NO,Log Count Mismatch,2,1,Uploaded
KK,MUDOL2_BEL_P40,Jul 17 2025  4:14PM,Drive Completed,NO,PASS,1,1,Uploaded
PB,SNG890_SNR_P40,Jul 17 2025  5:02PM,Drive Completed,NO,PASS,1,1,Uploaded
KK,ATBL34_1_BEN_P40,Jul 17 2025  5:06PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1262_BEN_P40,Jul 17 2025  6:47PM,Drive Completed,NO,PASS,1,1,Uploaded
MP,MPID8934_IND_P40,Jul 17 2025  7:55PM,Drive Completed,NO,PASS,2,1,Uploaded
PB,ABH417_ABH_P40,Jul 17 2025  8:24PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3712_GJ_P40,Jul 17 2025  8:28PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3994_GJ_P40,Jul 17 2025 11:26PM,Drive Completed,NO,PASS,2,1,Uploaded
PB,ROKH15_AMS_P40,Jul 18 2025 12:20AM,Partial Closed,NO,Partial Closed,1,1,Uploaded
MH,THN5919_THA_P40,Jul 18 2025 12:24AM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3803_GJ_P41,Jul 18 2025  2:02PM,Drive Completed,NO,FAIL,5,1,Uploaded
UE,PRG71_PTG_P40,Jul 18 2025  4:09PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHGAY-197_PAT_P41,Jul 18 2025  4:19PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHKAT-83_PAT_P40,Jul 18 2025  4:56PM,Drive Completed,NO,FAIL,2,1,Uploaded
TN,TIR632_TIR_P41,Jul 18 2025  5:29PM,Drive Completed,NO,PASS,2,1,Uploaded
PB,KOK528_MKT_P40,Jul 18 2025  5:59PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,MLN6462_NAN_P40,Jul 18 2025  6:38PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1184_BEN_P40,Jul 18 2025  6:46PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3803_GJ_P40,Jul 18 2025  7:33PM,Drive Completed,NO,PASS,2,1,Uploaded
RJ,RAW016_JPR_P40,Jul 18 2025 10:22PM,Drive Completed,NO,FAIL,1,1,Uploaded
KK,BGR353_BEN_P40,Jul 19 2025 12:47AM,Drive Completed,NO,PASS,2,1,Uploaded
CH,MINT11_CHN_P41,Jul 19 2025  9:11AM,Drive Completed,NO,PASS,3,1,Uploaded
HP,LNGGD24_HP_P40,Jul 19 2025  1:00PM,Drive Completed,NO,PASS,1,1,Uploaded
PB,LKWL93_MKT_P40,Jul 19 2025  1:26PM,Drive Completed,NO,PASS,1,1,Uploaded
TN,AMBR71_VEL_P41,Jul 19 2025  3:08PM,Drive Completed,NO,PASS,4,1,Uploaded
GJ,GU3768_GJ_P40,Jul 19 2025  3:31PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,AMB2953_NAN_P40,Jul 19 2025  5:42PM,Drive Completed,NO,FAIL,4,1,Uploaded
MH,NAG1232_NGP_P40,Jul 19 2025  5:46PM,Drive Completed,NO,PASS,2,1,Uploaded
MP,MPID9204_IND_P40,Jul 19 2025  6:22PM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1045_1_BEN_P40,Jul 19 2025 10:12PM,Drive Completed,NO,PASS,1,1,Uploaded
UW,BHRL02_AGR_P41,Jul 20 2025  2:33PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,JHCHT-24_RAN_P41,Jul 20 2025  3:55PM,Drive Completed,NO,PASS,2,1,Uploaded
GJ,GU3777_GJ_P40,Jul 20 2025  6:22PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,SASN12_AGR_P41,Jul 20 2025  8:15PM,Drive Completed,NO,PASS,1,1,Uploaded
BH,BHKCD-02_PAT_P40,Jul 21 2025 10:10AM,Drive Completed,NO,FAIL,2,1,Uploaded
UW,NZMT07_BAR_P41,Jul 21 2025 12:20PM,Drive Completed,NO,FAIL,1,1,Uploaded
UW,POYA06_AGR_P41,Jul 21 2025  3:23PM,Drive Completed,NO,PASS,1,1,Uploaded
RJ,VDBR02_JPR_P40,Jul 21 2025  4:43PM,Drive Completed,NO,PASS,1,1,Uploaded
UE,LJP02_LKO_P40,Jul 21 2025  5:27PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,THN1595_THA_P40_THA_P40,Jul 21 2025  5:52PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,DAT4216_AUR_P40,Jul 21 2025  6:30PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,AGA206_AGR_P41,Jul 21 2025  9:13PM,Drive Completed,NO,PASS,1,1,Uploaded
PB,BTN193_FZP_P40,Jul 21 2025 10:11PM,Drive Completed,NO,PASS,1,1,Uploaded
MH,SLP6146_SLP_P40,Jul 21 2025 10:14PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,NIR5209_PNE_P40,Jul 21 2025 11:59PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHBBA-26_PAT_P41,Jul 22 2025 11:41AM,Drive Completed,NO,PASS,2,1,Uploaded
KK,BG1247_BEN_P40,Jul 22 2025  3:50PM,Drive Completed,NO,PASS,1,1,Uploaded
RJ,NYBS03_JPR_P40,Jul 22 2025  4:36PM,Drive Completed,NO,FAIL,1,1,Uploaded
KK,MDK026_MAD_P40,Jul 22 2025  5:44PM,Drive Completed,NO,PASS,1,1,Uploaded
GJ,GU3706_GJ_P40,Jul 22 2025  7:47PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,GOBI52_ERO_P41,Jul 22 2025  8:46PM,Drive Completed,NO,PASS,2,1,Uploaded
MH,KLH3410_KLP_P40,Jul 22 2025  9:25PM,Drive Completed,NO,PASS,2,1,Uploaded
BH,BHGBA-02_PAT_P40,Jul 23 2025 12:20AM,Partial Closed,NO,Partial Closed,2,1,Not Uploaded
UW,BAE400_BAR_P41,Jul 23 2025  2:15PM,Drive Completed,NO,FAIL,1,1,Uploaded
TN,CB1188_CBE_P41,Jul 23 2025  2:28PM,Drive Completed,NO,PASS,4,1,Uploaded
UW,BHRI31_BAR_P41,Jul 23 2025  3:00PM,Drive Completed,NO,PASS,2,1,Uploaded
KL,PRSN32_MLP_P40,Jul 23 2025  4:15PM,Drive Completed,NO,PASS,1,1,Uploaded
HR,DHNA77_HR_P40,Jul 23 2025  5:05PM,Drive Completed,NO,FAIL,1,1,Uploaded
UE,KUDA02_LKO_P40,Jul 23 2025  5:37PM,Drive Completed,NO,FAIL,1,1,Uploaded
RJ,GLSN02_JPR_P40,Jul 23 2025  7:31PM,Drive Completed,NO,PASS,1,1,Uploaded
MU,MB1891_MUM_P41,Jul 24 2025  2:58PM,Drive Completed,NO,FAIL,2,1,Uploaded
KK,BG1187_BEN_P49_BEN_P40,Jul 24 2025  6:44PM,Drive Completed,YES,Missing Test Case,1,1,Not Uploaded
UW,BRBL02_MAT_P41,Jul 24 2025  7:23PM,Drive Completed,NO,PASS,1,1,Uploaded
RJ,GRMT03_JPR_P40,Jul 24 2025  7:32PM,Drive Completed,NO,PASS,2,1,Uploaded
TN,KZKI30_RPM_P41,Jul 24 2025 10:10PM,Drive Completed,NO,FAIL,1,1,Uploaded
TN,KOVI31_KCP_P41,Jul 24 2025 11:28PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,GRGN02_AGR_P41,Jul 25 2025 12:18PM,Drive Completed,NO,FAIL,1,1,Uploaded
TN,VLR155_VEL_P41,Jul 25 2025 12:57PM,Drive Completed,NO,PASS,2,1,Uploaded
UW,AGA205_AGR_P41,Jul 25 2025  3:14PM,Drive Completed,NO,PASS,1,1,Uploaded
